5000 30000
1737 3478 3
3366 4843 5
2740 4096 10
3860 2173 2
3757 854 3
48 3591 10
2414 4142 7
1448 459 4
4408 640 6
4885 2095 3
1996 1065 5
1015 4156 9
776 1754 9
295 3496 4
4996 1385 10
324 904 5
3352 3039 5
2404 558 2
3115 828 4
1250 3116 9
597 231 5
3877 2845 4
2789 3548 1
4586 1580 2
2527 4652 5
4836 4760 8
4819 1984 6
4290 961 2
2533 3314 7
2157 506 4
4057 66 4
3204 831 1
2457 2327 9
1640 3645 10
992 545 10
2691 1226 4
3429 2660 5
830 2041 6
608 2016 1
2507 2857 10
789 4163 3
4498 1318 1
1082 4623 8
2353 2770 8
694 1817 4
3418 3148 4
260 1713 4
1617 4424 4
567 742 6
311 1587 7
357 4910 8
4999 114 7
3671 443 4
1010 4758 10
1580 1841 1
3568 3204 4
2374 1707 5
1688 1365 7
2339 2557 4
274 1931 9
4231 918 2
3407 826 2
3473 2620 1
2 2676 5
797 810 10
905 4474 3
639 617 10
2485 4046 1
805 2987 10
4824 3760 2
3650 4751 8
1105 4729 10
1372 4516 6
2427 4942 1
3426 4577 3
1965 2278 8
2170 2407 10
2161 1574 6
874 2540 8
4566 1144 7
2470 2482 5
3988 3991 1
688 2530 8
92 234 4
4668 2170 1
3887 2658 3
454 2808 9
2637 4394 6
3291 4349 2
3995 2599 4
818 3363 6
4920 2582 2
1419 2115 1
1423 1042 1
2546 1206 4
4812 621 1
2782 2877 6
1879 4539 5
4907 2351 1
459 4960 4
501 2177 6
2463 3286 7
4139 2084 9
4162 1395 4
1894 1701 6
3688 3208 8
2149 848 4
3354 2678 7
1820 818 9
2154 3627 4
2157 3619 4
3284 1040 2
3551 4419 5
4554 1155 3
3931 1761 8
4200 957 5
3476 2542 3
3990 4600 8
420 793 4
439 4358 4
864 4474 4
1327 1262 2
2431 2433 7
4107 1913 3
2368 674 7
3199 3147 8
852 2104 2
932 2682 6
4668 2970 1
1620 1168 9
756 3853 7
1972 1298 5
3213 1912 6
2436 3891 10
2564 198 6
357 1486 6
19 44 4
2401 2547 5
4642 2884 9
4777 1435 4
1803 59 2
3358 1205 4
3477 4453 8
251 167 6
2992 4273 2
1075 2118 9
4183 3506 9
1445 3387 2
1065 1094 4
518 2377 8
3677 1587 4
1761 3383 8
371 2770 9
659 3042 2
4250 3936 9
164 317 9
3128 2772 8
3358 636 5
856 1969 3
1720 1882 4
3567 4319 9
2359 4575 2
4416 1056 6
2673 1778 5
2412 4582 9
2221 3117 9
3996 30 3
1739 3643 8
3107 1595 2
2862 671 1
1498 1268 7
3170 172 1
360 1707 2
3454 2171 2
2626 459 5
2474 2359 1
1906 3020 5
1182 2200 6
4275 1502 10
696 1627 6
3945 4769 3
3695 980 8
3706 199 2
3681 4534 2
717 949 1
1375 4284 9
388 2103 2
2402 114 9
1361 1455 3
940 1277 5
2909 4978 8
3904 631 2
1822 646 6
967 1794 1
2553 1034 3
3585 2585 1
420 1149 7
3091 2246 10
1395 3428 3
955 354 2
2677 4961 1
2311 1485 7
4811 4416 2
4684 2443 1
1275 280 9
1680 3125 2
4749 3501 5
3097 4758 6
1101 428 9
987 3449 6
3007 2852 1
3971 3943 4
1942 153 9
305 209 1
2410 1388 6
1112 4187 2
1038 1747 5
4731 3147 10
4227 1767 4
1582 1624 7
4204 4949 7
2081 3270 2
4716 4523 8
1509 1343 5
3171 4998 4
2262 512 1
1638 3155 4
1021 1295 7
4563 3820 1
1807 758 4
2841 1991 8
3486 4651 6
2179 4237 4
3788 707 1
951 3041 2
4687 958 3
1108 2708 10
4998 2708 1
2341 2962 8
330 2821 2
2777 2289 2
3473 1962 10
3451 1958 8
806 4989 2
3190 701 6
4852 3064 4
1813 3059 8
101 4262 3
1862 3925 1
2160 680 2
1818 55 7
4911 487 10
408 1116 8
3405 1856 9
3563 4907 4
1927 1979 3
3812 910 9
4627 770 9
3576 1850 1
4973 180 6
482 603 3
3384 2939 5
3767 3231 7
4875 2878 5
4755 2849 1
1581 4715 6
2254 1223 4
4997 894 5
4731 21 2
2462 2223 4
786 1907 4
210 2548 3
3830 2116 3
730 3954 4
2416 3817 3
4416 1886 1
3602 2813 4
1168 4050 4
3523 2867 7
1224 526 1
3948 1729 9
1964 817 2
1246 232 6
1582 879 10
1503 4694 5
2560 1010 7
2396 186 10
2613 4347 10
4106 176 8
2158 3263 3
2310 456 1
1880 1207 6
2664 218 4
4933 3511 4
2492 2181 2
1267 1922 7
478 1940 10
4082 1701 9
4790 1409 9
4411 1587 1
3631 1197 3
3618 550 6
589 2079 8
4380 483 9
3619 3283 8
557 3530 2
3213 4031 7
4466 3682 10
169 4761 6
1342 3638 10
2037 4917 9
3427 989 3
1682 1504 4
2624 4313 1
4873 626 2
2235 63 5
95 3362 5
3755 3445 9
2047 865 2
1623 262 8
4109 3915 4
823 4967 6
2752 4069 4
167 505 3
3375 3257 3
1288 4234 8
1920 2017 1
4406 4217 9
1347 1446 10
1556 3280 9
3369 40 5
3180 2069 7
1002 4851 4
1265 4233 1
1837 4975 1
78 2017 3
129 1351 6
394 4913 6
4586 3264 9
372 1353 10
429 4457 5
2948 2109 3
1434 2529 5
3483 273 8
4142 4547 1
2260 2573 2
490 2396 1
3957 3304 3
1570 3903 8
1684 607 10
4626 3896 2
4846 2622 7
3036 967 4
1230 1818 3
1318 3920 6
2473 1130 6
2653 488 10
3304 2834 2
612 1202 3
3331 505 2
3524 95 7
2209 652 9
2071 2996 6
2998 531 9
2186 3702 10
1995 2393 6
2506 1306 7
4072 2551 2
3808 3977 4
4018 1911 1
2856 547 8
2997 2802 10
2996 4989 4
123 4637 7
1986 470 5
1003 779 10
105 3712 4
865 4359 9
162 2303 3
3589 2258 1
158 3279 3
4300 2682 10
3975 982 9
1002 4865 6
2033 1732 4
1931 4337 1
3161 1305 6
4583 834 1
4388 1783 10
629 3545 7
1711 1345 6
450 2611 4
2863 2103 9
1123 137 4
3710 2916 5
2545 4863 2
4768 1184 3
1192 4046 6
1228 465 4
4267 798 8
4264 1535 4
915 3988 3
2541 4441 7
4117 94 4
1495 3549 2
796 3976 5
3014 3260 9
657 451 7
2507 2881 4
1373 1318 5
4687 2170 9
3882 3277 5
4563 857 6
3884 1358 10
213 1972 4
2179 1512 3
4706 4866 10
2815 4859 7
2168 890 2
3104 4297 7
3010 4958 2
1167 1566 10
1249 1038 8
3773 135 5
4917 1014 8
784 944 5
4304 808 2
1950 4879 5
4643 4832 10
1960 782 2
2916 1060 10
1399 2084 6
3569 3195 1
2982 2961 5
1900 2410 9
797 525 3
3398 3041 7
613 3846 2
1725 3564 2
1021 545 7
3979 4189 2
3594 2450 1
3603 4422 3
2341 4640 6
643 109 2
3202 4825 7
4117 4233 8
2224 4859 8
1056 49 1
1712 4681 2
3731 1864 7
2253 2591 2
727 1933 4
1614 3602 2
379 856 8
3602 988 5
1630 324 3
1090 1864 4
4676 3281 5
556 1788 2
1557 4590 3
4499 4627 3
1442 3682 6
4035 3441 6
186 4684 8
683 765 6
2922 4213 5
3781 2247 3
3953 473 9
1784 1165 5
2679 1566 4
4664 628 10
1851 3563 10
1974 1876 8
718 2082 3
149 3789 4
4260 219 6
1048 2245 8
1582 1582 9
3889 2746 2
779 2986 10
3327 4145 5
4211 4558 3
997 2019 3
1365 2572 4
1922 627 9
2604 2823 7
3609 1396 2
178 89 10
3807 1809 6
3851 2007 4
4157 2566 6
260 578 1
1729 2412 3
1956 372 10
808 1287 4
2276 1682 3
731 1688 6
1873 210 10
4724 1412 6
1719 2494 3
2539 2663 5
3861 3897 3
3058 1349 3
4305 189 3
3371 1067 3
806 471 10
475 2858 8
4056 3939 2
4 2050 7
3624 4282 6
2759 4628 7
2730 3171 8
2541 1485 3
2007 2129 8
3057 278 2
987 3612 6
835 1820 4
3780 2644 10
4763 3125 3
3593 1926 6
3113 3115 1
4588 1489 6
526 4508 3
1585 4788 3
2594 3633 1
3572 4617 8
3717 2044 2
2160 1964 7
3404 139 9
1520 826 3
571 2796 4
1338 3694 4
1600 3268 7
2301 870 6
2738 596 2
294 2042 10
2048 4383 3
2381 1044 3
2934 912 10
285 269 7
3144 870 8
3075 1814 9
1714 2202 5
999 589 9
1104 53 5
951 36 1
2529 2528 7
1736 4195 10
353 2858 2
3188 3007 7
1935 1256 10
2906 2401 4
1127 2167 8
3919 4064 1
3890 2912 5
4140 3853 1
2598 4827 7
1681 1890 9
4827 3218 6
2387 3260 8
1928 1181 1
2296 2085 6
1946 1406 9
2456 2770 6
2014 4410 10
2922 4781 5
841 105 10
162 354 5
1909 3536 3
459 2555 3
1359 1711 2
444 4009 3
99 2379 9
3960 106 6
2001 3245 10
528 4017 7
410 3319 3
4684 2101 6
3796 321 10
1837 339 7
1268 3695 10
1923 3583 2
1758 1413 1
3311 2411 8
3536 3237 7
4844 435 1
2686 5000 8
2613 1811 8
2733 4033 6
99 4110 8
1802 623 2
4136 393 1
4165 1694 10
2208 3378 3
3152 875 1
3570 827 4
4548 1259 2
1297 2141 2
4566 4924 3
3412 2381 2
4265 359 7
3790 4353 6
1030 3174 7
1412 2904 3
1524 3448 2
2118 2069 8
2700 1075 3
4262 1021 4
2561 4877 6
2277 516 6
4387 2672 3
1754 1002 6
2629 2482 1
3969 2725 5
4232 2531 10
1390 3341 9
3974 1251 4
1868 4139 6
4037 2157 10
2772 2879 10
16 2492 8
2227 4646 1
2369 2851 8
1046 3139 1
2621 3679 1
232 3626 9
1013 67 10
3184 4143 1
1532 486 10
2588 3678 8
3946 645 8
2014 1939 4
2302 4571 10
4864 3624 2
4210 151 8
2311 4872 6
3565 222 2
1278 4832 3
2957 92 8
3769 4659 4
3231 2903 1
4306 1466 3
2117 2759 9
1335 4250 4
1738 1107 10
662 232 6
2724 1860 7
3960 365 8
1248 2419 9
998 3240 4
2581 2695 10
2624 2609 6
3021 2946 8
4352 1617 8
2624 4576 9
3148 3370 6
2207 2559 1
1312 116 8
3266 4238 4
1417 872 5
3549 268 9
1538 1569 9
2381 635 1
4326 2796 6
4379 3245 1
441 3152 7
4612 4416 7
571 1938 5
3925 4812 7
286 1434 7
282 2474 5
849 4545 1
3267 3995 5
3388 575 5
179 2916 3
435 3321 8
228 1267 4
3459 3425 8
2899 2190 6
4228 2453 5
2734 4676 5
1443 4705 6
1102 1853 8
4026 34 9
3581 181 3
2883 4056 10
960 3245 1
707 2910 3
4707 574 9
1897 737 8
1863 3340 9
1167 1573 1
2207 4212 8
4084 1670 10
1102 4879 9
3941 816 1
3496 804 9
3247 3552 5
2395 2442 3
4705 1303 10
796 834 2
2576 2436 10
2251 1475 5
3158 785 9
1461 3803 9
338 226 7
4284 712 3
2223 3865 4
220 89 5
4471 536 9
1020 4626 9
100 1292 5
2056 2239 10
4449 566 3
2673 4569 3
4379 520 9
4017 1645 3
1578 2979 1
1905 2385 10
379 2912 5
4848 85 9
2706 673 6
3507 4252 8
336 1446 6
674 734 8
208 124 3
869 601 8
843 2351 3
2293 4560 5
2516 505 2
4704 4861 8
1001 4269 7
3930 3409 5
4 4845 7
2041 896 8
4119 2274 2
2941 4166 9
4708 3940 7
4361 107 2
2644 633 6
2088 3973 10
2627 4012 5
3416 816 6
4174 2897 7
3639 2210 10
2 2920 4
742 2705 6
4392 1845 3
3207 4592 3
2087 1385 1
2282 1069 8
3516 2782 4
1464 3571 6
4891 707 10
3583 3015 7
1213 330 4
2070 4218 8
3321 3452 10
1347 3873 1
1944 2009 9
3051 1945 10
679 291 4
130 4769 2
4595 2854 8
1335 1391 8
1240 1582 5
660 81 10
781 1163 6
3010 3741 10
323 2532 3
1250 4757 10
2023 1321 2
538 2520 1
1973 517 4
4782 3488 3
443 3774 5
385 2352 3
3518 2231 3
1276 2286 1
3092 4192 10
3825 2248 9
2874 3187 8
4516 4449 7
2861 2953 4
1330 4168 9
4413 2759 1
1154 901 10
1094 1011 2
1075 553 1
3644 3461 10
32 1311 4
3851 3727 2
3760 4976 7
4977 2557 9
4250 3885 5
631 409 1
2044 4606 10
2846 3087 2
4179 3918 7
4888 3934 6
1614 4071 6
4205 187 6
2774 2477 1
163 497 9
2993 137 4
4983 932 5
4879 3145 3
363 1986 2
1535 2238 10
755 4026 8
4460 1800 6
4509 152 6
1262 1037 10
825 2048 3
3862 2684 3
4160 2113 7
326 4060 9
2663 511 5
573 574 3
2819 2608 8
1697 3826 4
4827 104 9
3947 2306 10
102 4159 8
3213 1324 5
849 1479 7
3552 4163 5
332 3765 6
1111 4918 10
4270 1247 10
2038 3911 9
2344 4786 7
1104 4052 8
421 1153 4
3742 3012 3
711 2905 2
669 1664 2
3177 2585 8
4067 3604 10
1782 549 1
4273 2102 8
2371 4434 8
3621 3359 7
4293 1959 10
4702 2725 2
2950 313 7
3409 2016 10
1779 2743 5
1740 3856 5
841 1008 4
4335 1090 4
843 2185 1
2361 2934 8
4565 3085 9
1253 99 7
1159 1523 4
3682 1014 9
239 4602 6
2043 1713 2
467 556 2
4617 4622 8
1774 1630 5
3742 1035 1
3748 1175 6
1241 2700 4
1768 277 3
2641 1338 2
2858 2393 2
805 1214 2
3729 2555 5
3305 4225 9
2779 111 4
424 4527 10
1062 2415 5
144 2075 8
3098 4252 1
4888 1210 10
305 2309 4
1845 4763 4
2551 3345 4
4036 1515 5
580 4669 9
1921 2273 3
4095 1446 6
3585 2203 7
3978 1323 3
2942 3474 10
3879 4521 4
3776 4188 9
1595 2302 2
1875 4576 6
1116 4125 6
4666 3054 2
48 4558 10
2163 2883 4
4398 2653 7
3655 1920 9
1480 239 6
4944 3287 10
1341 2985 5
4435 4402 3
1169 1067 7
3082 3216 1
2828 736 7
3682 1681 5
1026 4760 7
3020 1683 3
2661 775 7
3054 2963 3
2904 1581 8
689 486 1
1932 681 6
2551 2350 10
15 3667 6
4259 2570 2
887 3967 1
1915 235 4
1539 2419 2
2837 1759 8
885 3419 5
2813 3344 2
1566 554 1
490 2719 3
2903 2456 9
1619 518 9
595 1260 2
4701 2591 4
3748 1492 8
2387 967 10
364 1552 3
4802 2691 2
4744 1113 9
846 44 4
2913 864 9
2789 1561 5
559 1816 1
153 1925 9
2433 1093 7
4298 3384 6
3030 984 10
1455 2657 8
2045 353 5
2061 3129 2
3377 3070 5
27 1791 8
4322 1853 5
4796 2358 10
1771 1269 5
2149 2134 2
3071 3188 2
4826 4826 8
2891 3967 6
4219 3866 1
1607 2631 10
3469 3040 8
2532 405 9
2394 1591 3
2808 3259 1
2659 1071 2
415 988 6
3885 1450 8
4660 2560 5
1120 4238 8
3891 81 1
4814 3996 9
959 603 5
1347 3020 6
2605 1535 5
1115 4898 10
1418 1639 1
4170 2538 6
2028 3439 7
3371 1467 6
215 64 8
2611 3876 7
1736 1551 7
1617 929 5
4110 2601 5
4589 3941 9
3379 3974 6
4577 1202 2
4518 2431 1
3398 3626 9
3071 1247 1
3824 1256 1
838 2941 4
1151 2129 3
4482 772 8
4401 4048 9
1734 4680 3
1869 315 2
3247 3229 10
4238 631 6
2649 2206 6
1481 2847 9
686 1137 2
979 315 4
197 1460 1
1579 200 8
4222 798 10
4722 1432 5
1694 1686 8
2579 3665 9
792 1876 1
874 4305 8
1719 4675 9
120 2223 10
3783 1494 6
4346 2665 2
4257 4887 10
517 2087 3
3423 115 5
1581 17 9
2480 395 9
1409 1888 1
2067 290 8
4870 604 5
956 3186 9
2550 740 3
1546 3229 3
3838 2169 6
1469 2710 8
3764 2859 2
2484 1328 3
4172 2592 2
3042 2267 4
455 367 8
880 1866 10
3397 96 3
3403 2754 6
3070 1254 4
2593 2067 10
1532 1944 4
4100 2121 10
918 1516 9
1539 4135 9
2060 2587 2
980 3521 2
2975 4281 1
3223 3754 6
412 25 10
3382 3288 8
2069 723 10
2390 669 9
3267 427 8
2606 1545 8
1242 2189 7
1909 2688 6
2468 4885 9
1320 3441 1
1434 1551 9
2596 4320 9
699 4507 3
1765 443 7
912 4550 4
293 1651 3
2361 4837 5
1591 4582 6
3519 2806 9
235 2794 4
988 4868 3
2399 1326 4
1540 4878 10
4600 1063 3
3979 1969 2
4820 2201 1
4258 5 8
2027 1536 4
514 1466 7
3078 691 2
1854 635 10
1224 2979 1
1121 4456 10
1602 2444 10
1252 2939 8
3545 2946 6
3529 1942 6
1736 4024 7
3650 4878 3
3790 1592 3
4674 4964 4
1098 1072 1
2484 4706 3
3744 3533 1
2695 580 9
2495 192 2
2640 1781 6
1307 1591 2
1043 1684 5
2785 2128 10
1443 868 8
53 4091 3
393 429 9
2971 2695 9
2772 312 9
1817 2299 7
206 4395 6
470 2941 6
2424 4434 4
24 1199 6
3610 2597 3
2677 2256 4
805 3485 1
346 2073 2
1255 1454 9
2239 2594 3
2059 4285 3
4536 4435 9
2289 3884 1
756 3497 3
4984 854 3
4133 2340 3
3647 4056 6
2659 1816 3
2900 3975 3
3254 2229 8
1866 3647 1
882 3484 5
2180 2024 4
3783 101 6
940 3111 6
2079 4641 5
371 4416 6
487 2795 9
2042 4621 2
4950 1598 1
918 3412 9
4981 1309 10
1925 2766 1
1939 4262 9
4455 340 5
452 3724 7
2517 836 10
4562 201 4
3405 39 7
2844 4964 10
4168 2171 1
3420 1811 7
3858 4474 7
251 2265 7
2722 1540 2
1212 1540 8
1661 4324 1
756 131 2
1725 4961 8
2106 2008 3
257 3357 2
1093 4174 2
740 3465 8
2039 1063 3
2294 527 7
3438 1619 3
4106 3678 3
4201 3528 5
4502 244 2
1696 1124 1
4624 180 3
1057 4218 5
4659 4505 7
1756 1351 6
4328 2443 10
3850 3380 7
304 2419 3
2165 3816 8
1660 848 3
1404 1262 4
4902 4121 10
136 2140 4
3387 2880 10
1473 3767 10
1304 2378 6
1658 3739 8
4564 1703 2
2535 1712 8
160 2807 9
3937 654 1
3115 3904 10
2583 2513 9
188 1011 3
1615 2777 1
2868 1300 2
3428 123 9
4108 3617 1
691 1611 5
543 831 9
2616 4726 6
645 374 2
458 3700 10
3388 2416 6
4130 3724 2
3811 536 4
1734 543 7
1175 4441 2
1796 878 4
4674 1759 1
3941 817 10
4253 2728 9
2691 3086 9
71 4026 9
1100 1809 10
2615 4437 1
3695 2196 9
2733 2100 1
2500 3032 7
807 2132 4
974 1253 1
866 4904 9
2581 83 6
2201 3923 1
435 330 4
4236 4258 8
4178 1623 4
1132 1615 2
2100 2069 1
1582 2632 1
2349 4332 6
2122 2140 1
3987 2002 7
3664 4919 9
3019 2021 8
4068 4843 7
2132 4731 4
1021 3458 2
1434 1959 1
1938 4897 10
2871 2404 8
1487 215 7
1258 4785 7
1234 845 5
1872 3609 3
4288 2436 7
1009 3739 4
4662 584 10
4957 3669 2
2931 4138 2
370 3962 3
4931 2091 1
663 4925 6
923 4223 1
824 3923 2
3007 3717 2
1277 292 5
394 2882 10
1455 3398 8
595 915 5
1292 2528 5
1509 522 10
2683 4525 10
3123 292 10
2554 261 10
3798 2527 7
2780 4990 2
3962 4709 1
372 1072 3
1234 4068 6
4841 2462 6
193 4530 8
3445 4207 10
3340 2732 6
3980 1574 10
633 3301 2
906 1144 6
763 2037 4
367 3722 3
2511 723 10
28 3120 5
1431 914 2
3404 520 6
4744 2348 2
860 629 6
3610 2684 5
1962 3166 10
1966 1563 4
1157 2294 6
3637 3058 9
2198 3736 9
650 1671 4
1062 1338 5
3513 248 10
126 1264 5
2466 2560 4
2453 1702 9
1575 4934 2
2613 1151 9
317 3532 10
2052 795 7
530 945 2
4564 4939 1
2460 1948 9
854 4831 6
4819 4487 1
1981 3290 2
3204 4706 2
177 1523 2
533 3830 10
533 3039 8
3786 533 4
3482 550 2
1452 4549 4
4746 1338 1
3542 2408 2
3709 1024 7
40 1055 10
1218 364 1
2380 1399 2
3699 1833 9
390 1196 3
2934 2371 8
4479 91 6
1585 4787 3
2817 849 7
38 4108 4
1479 1871 5
397 4126 1
3436 1339 10
1470 4224 7
3012 1570 5
491 627 5
52 976 4
3441 1072 9
4364 879 6
1168 1723 10
4188 4814 4
1212 3372 7
1257 635 2
190 4257 10
241 2126 1
869 4528 1
3519 1887 9
865 3790 2
424 1323 8
1924 1920 7
1181 510 10
937 2980 9
3620 2343 4
746 790 5
4962 1744 10
728 2237 6
4061 94 2
3504 4217 10
755 1655 10
925 612 3
2477 1911 9
4707 873 2
1130 3505 1
3529 396 8
37 3407 7
4383 4801 8
1345 47 1
3593 4817 2
1008 4360 3
704 3564 3
1703 2404 2
1965 4092 4
2230 2745 5
400 435 10
2594 3169 5
1568 843 3
2125 1783 1
4357 4286 7
3614 4008 10
1456 3505 9
2227 4979 10
4705 714 6
238 1399 9
2160 2049 2
3895 1173 2
2392 4042 2
2833 4006 7
35 4665 4
4505 1713 4
2061 1593 5
1406 2812 7
4498 1301 3
3382 1329 8
3885 3703 6
2563 94 7
3266 1745 2
1249 1426 9
4159 882 7
3939 1689 7
2151 756 2
743 1842 9
283 2839 7
4918 3258 10
1789 2818 7
2874 1474 3
4354 4969 10
3806 3659 8
1751 4225 1
721 1503 7
4214 4434 9
3919 704 7
3808 1494 3
494 3423 5
1171 3040 2
4847 3553 1
1578 3000 3
472 4945 3
2165 2442 6
1519 1946 1
1453 878 3
258 3245 5
2299 923 1
457 3745 8
73 3021 7
1484 310 3
3179 2462 2
3258 4927 9
4759 2237 6
3929 3148 8
1919 107 3
3210 730 10
2076 3357 3
1129 2478 4
3032 3649 4
4090 1993 1
1222 2772 10
2568 1119 7
3426 4869 5
277 3889 6
4372 1562 4
1166 4463 10
48 3650 9
618 3671 7
4672 3550 3
4769 949 6
1016 1090 8
2401 1422 9
1816 353 6
3024 1603 7
768 404 3
653 4443 1
780 2699 3
2377 3274 2
1227 4343 9
4114 1142 6
3306 1157 9
3871 71 2
3966 3574 6
4175 875 1
4664 3231 4
844 3253 8
2095 2524 5
4294 2905 9
4400 3443 5
173 3636 6
1736 1770 8
1705 50 10
4050 498 3
903 4265 7
1280 975 9
111 2684 10
2110 3694 8
1428 3223 8
3394 568 4
608 2494 2
2304 4904 10
1579 2622 9
641 2768 7
1853 3726 10
2313 4539 3
2359 2403 4
299 2298 9
580 497 9
2554 321 9
2830 80 7
1932 3093 6
2915 3196 5
2739 308 9
4926 1212 3
1246 1719 5
4843 3162 3
605 2224 1
2283 581 2
2431 2821 2
3887 2151 5
2508 3823 6
3180 459 7
1107 698 5
2661 3988 1
3328 4301 6
2759 2656 6
2123 2695 5
3508 2066 9
3301 3982 8
610 351 8
3254 3147 5
4887 4108 5
2001 2549 6
4436 1594 3
829 82 2
2641 687 1
397 743 7
1580 4680 3
852 1283 6
747 4229 10
2815 1231 8
3337 3870 5
1976 3053 5
3418 4066 2
1502 4291 2
1865 3804 4
4715 4833 4
500 437 4
1711 1775 9
2214 899 2
679 3095 8
4709 3907 4
2671 1521 9
3821 1941 2
553 1026 9
3724 487 9
313 1389 5
3929 4428 4
1244 2381 8
620 3870 6
4169 1698 8
4577 2263 4
2786 2602 10
4632 33 2
1722 4077 7
2766 1249 4
2910 2449 7
2463 731 9
3516 2292 1
4392 780 7
1149 4310 4
241 4878 7
1337 1286 10
1528 1781 1
3837 279 5
441 4416 6
74 602 1
273 4537 7
997 181 6
1027 931 2
845 2277 6
3284 2440 5
1206 2848 7
4968 653 7
745 8 5
3601 2080 7
3642 1064 3
1840 1348 5
3300 3497 1
1653 717 3
3940 2561 7
927 357 4
4987 3097 6
328 2614 4
1543 1175 2
2892 214 8
4235 3215 2
2975 4131 10
986 3923 8
3342 1554 5
4239 571 7
2330 1893 8
1836 2125 7
1096 4036 8
4402 1405 9
2022 109 5
1700 3235 6
4822 1415 2
2360 1488 6
3566 2873 10
875 2745 3
2641 229 4
143 1953 1
661 2596 4
1158 3457 4
2200 2533 3
1010 4741 6
4088 3725 9
3637 2917 5
3592 3490 6
1553 3498 1
690 3514 9
4353 2099 3
2165 3065 1
2218 884 1
4928 3909 2
4845 4897 6
657 1410 10
508 451 1
3455 2479 7
2475 969 7
2789 2354 10
2485 2339 5
4762 4756 7
3258 423 8
2215 1184 8
4258 878 8
1417 2614 9
1365 4489 8
1195 3198 7
1846 645 1
2455 3821 5
2599 3534 7
36 1801 4
4942 2396 8
426 2919 2
3221 1475 4
4429 4500 5
1795 4855 8
2449 4732 4
196 4714 9
2436 3417 2
840 4327 9
3945 2812 2
4403 571 6
2559 2265 8
4143 4746 8
1041 1964 8
1100 288 10
2489 1037 8
782 179 8
1279 462 1
3103 2460 8
2110 2765 10
3295 4109 8
1658 1648 2
454 4228 8
2142 921 9
191 1286 9
2762 4984 1
4175 4553 4
4679 4405 8
1606 3218 3
1020 1237 6
1343 2885 2
4246 1473 3
4849 262 10
3411 2424 2
1163 2556 1
703 2473 8
4852 3703 6
3684 1804 3
437 605 2
4771 521 1
130 3985 9
1841 4995 8
2092 1122 8
4659 1429 10
4161 3052 3
4162 3139 9
3947 2660 8
4195 1632 1
3496 4084 1
2734 1408 8
1910 4139 9
328 4994 8
4596 1609 4
3048 395 9
2626 2356 6
1828 4663 2
4155 4815 2
2784 1530 3
4252 812 3
1954 3413 4
904 3567 4
1175 1753 3
908 3852 2
2014 724 2
440 2270 9
1895 4289 8
4298 302 10
1095 1108 7
1515 4388 6
627 2191 10
1176 768 9
3871 2083 3
3198 1072 9
715 607 7
962 374 8
4274 4374 10
4096 3386 6
4851 1570 3
1187 3349 7
150 2546 3
1899 1689 9
3325 573 6
3482 4693 6
1331 1682 1
1668 2014 3
2332 4899 10
3668 3575 10
1867 2250 9
678 2017 1
195 2333 4
1794 288 9
724 2868 7
283 267 4
430 4776 1
861 3285 1
1419 2851 2
3795 740 3
4071 3616 7
4713 2952 8
1699 3798 9
3242 3159 8
4475 915 9
623 3633 6
415 2734 6
2021 2555 6
3887 424 8
103 1825 5
469 2043 5
2052 3083 4
2037 240 3
317 2483 6
4908 3787 7
2437 880 5
2772 677 6
713 4148 1
3959 1972 6
4375 1717 9
2975 4609 9
1101 3749 6
258 875 3
4718 2971 1
693 3330 8
2546 2951 3
1413 3621 6
4247 1111 10
1361 1332 6
4396 4055 1
2951 1805 6
1267 1362 9
1187 206 10
1111 3385 1
173 3206 8
4376 1015 9
3727 1849 8
1681 4194 2
1955 4459 7
77 466 2
3892 1613 1
1913 3073 1
3330 188 4
2326 2623 9
2480 2678 6
2991 2910 8
3196 484 7
2528 4609 3
2242 3599 2
4813 3239 2
844 1512 4
3774 789 1
1273 4517 2
3213 4231 1
2410 81 3
509 3894 3
884 150 3
564 2871 8
1541 3021 8
1348 338 2
4377 2451 7
3863 57 10
2809 1122 3
4640 4885 7
4866 3019 5
4437 4123 4
4123 2964 5
1613 941 9
2476 3873 10
4181 162 4
1220 2129 6
1816 4134 3
2483 1040 5
2105 200 7
4507 1066 6
3797 7 3
3003 189 2
3329 1807 1
1614 2883 4
1628 3661 3
4888 380 9
1996 4037 6
3410 4686 4
4968 1823 4
1889 3463 4
4148 2395 8
3369 69 2
1018 3298 3
4896 3660 2
984 1530 6
1348 2694 6
795 4173 10
485 246 7
1847 3445 2
761 2227 6
504 2128 7
1484 711 1
4483 2861 3
3255 3209 8
4002 1833 9
2653 2483 1
2116 1345 8
576 2968 10
1494 1791 6
91 4727 7
1934 2852 2
1134 2364 3
2697 1915 10
1031 2922 1
4077 4604 3
3634 3587 3
159 2188 5
2541 2292 4
95 1560 8
3569 2383 3
3718 3322 6
1248 2527 7
513 3874 9
2824 85 3
182 3062 1
2 2811 5
1182 46 2
4866 231 9
1379 4752 9
1295 2373 6
92 2930 10
1751 1662 5
3117 4505 1
1098 1097 4
1585 1399 5
4992 44 8
1246 1802 5
1784 2646 10
2478 4734 2
2568 2088 4
1029 3964 4
4132 3395 5
970 3623 10
1373 3810 6
915 4242 9
1819 1040 3
441 2758 4
672 2545 5
51 1101 2
4018 1463 7
4717 463 7
4793 1458 10
902 775 3
213 1636 6
846 3628 7
